SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,Region,House_Cond,Urban_Rural,House_Price
610,1,4,24,109,1,5826,74,427.65,26,0.3,8,2.01,3297.44,83105,B,Medium,Rural,304223.02
5781,1,4,19.6,15,2,4664,4,291.48,46,4,26,3.57,8921.41,23801,E,Low,Rural,824187.07
2468,5,4,48.4,119,3,11528,95,34.76,11,6.6,2,3.28,5227.39,158485,A,Low,Rural,673347.24
5467,2,4,35,83,3,1497,35,23.84,84,2.6,28,2.76,8576.43,130375,C,High,Urban,1191737.13
1484,5,3,4.6,28,2,8641,78,30.56,65,4.4,16,4.34,2847.11,37665,C,High,Rural,425416.01
4164,6,4,43.2,91,2,5643,18,470.94,132,0.7,25,3.69,2165.07,116636,A,Medium,Urban,890613.13
1989,5,3,24.3,7,1,6056,63,424.94,136,5.9,28,4.5,8569.41,129391,B,Medium,Rural,707331.44
4001,3,2,3.9,87,3,1131,21,422.47,147,7.6,10,1.77,2522.78,28187,C,Low,Urban,587580.19
4921,3,4,27.7,2,2,6443,33,462.11,109,4.2,18,2.07,7588.86,84989,A,High,Urban,1030417.45
1424,3,4,21.1,88,3,18241,55,252.63,81,4.3,7,3.3,3773.55,45784,A,Low,Rural,325716.02
2865,2,1,43.9,18,3,14443,16,123.67,124,1,5,4.85,7607.84,69454,E,Low,Urban,574019.27
1536,2,2,10.6,96,1,9712,75,200.67,62,2.1,29,2.17,9122.64,164877,E,Medium,Rural,487047.45
3400,5,4,41.4,65,1,9221,88,359.43,71,1.6,7,0.65,9825.57,61715,B,Medium,Urban,663812.25
3153,3,4,28.1,78,1,16660,55,438.02,97,4.9,21,2.51,3918.19,73411,B,Medium,Rural,739434.71
4445,2,2,3.2,85,2,7147,16,217.55,72,5.3,28,2.95,3991.5,140451,B,High,Urban,933463.4
2396,1,3,48.6,73,3,12588,73,267.69,70,9.5,6,4.1,9823.18,62186,A,Medium,Urban,502089.8
653,5,4,25.9,81,2,5604,91,465.89,29,0.8,24,3.78,8684.52,93111,A,High,Rural,314446.56
1326,6,1,14.9,21,2,10452,81,53.75,124,6,1,4.84,928.37,127729,E,Low,Rural,532047.04
3336,4,4,23.7,45,1,18942,17,431.15,15,5.3,29,4.02,5947.77,48093,C,High,Rural,741451.73
3770,5,1,43,112,3,17399,44,79.65,132,5.2,11,1.84,2221.83,94625,B,Medium,Rural,712642.72
5739,4,1,15.6,90,3,4605,95,241.93,46,8.7,13,3.39,9943.12,42474,D,High,Rural,901543.39
2513,3,4,10,12,1,14284,77,109.21,100,2.1,12,3.53,1819.77,28154,B,High,Rural,509998.59
2196,4,4,6.9,32,3,2607,55,301.47,106,0.5,1,4.99,5813.8,173136,E,Medium,Rural,718191.22
2514,3,1,15.2,4,1,12709,79,279.29,125,6.8,21,1.12,6819.38,180470,A,Medium,Rural,677766.11
3066,1,2,39.1,89,2,3016,49,190,21,3.5,15,1.36,9402.11,121666,E,Low,Rural,681226.66
3337,4,2,23.8,76,2,4574,57,431.65,82,0.3,1,1.2,8548.95,194941,E,High,Rural,915035.75
1449,5,4,11.8,26,1,14541,17,329.91,59,2.6,3,3.15,2834.67,29646,E,Low,Urban,303831.17
2709,3,3,8.7,77,2,8274,79,360.6,57,3.2,26,1.11,5939.93,79671,D,Low,Urban,648862.01
602,5,2,17,23,2,10935,80,75.33,2,6.2,15,3.45,9558.95,136700,D,High,Rural,427616.36
4855,2,4,47,66,1,16748,6,441.58,44,1.8,9,4.12,7489.31,45391,B,Low,Rural,876890.04
4669,3,2,17.5,110,2,7406,75,83.52,49,4.2,14,2.45,7039.2,179894,A,High,Urban,1047646.02
5476,4,3,49.4,114,3,12826,97,111.39,1,4.9,29,3.02,7671.56,134059,E,Low,Rural,1122698.62
1492,3,4,24.5,62,2,18472,9,64.03,14,4.6,23,4.61,3563.81,57872,C,Low,Urban,432518.44
2630,5,3,9.4,112,1,2361,68,220.18,142,9.7,28,3.06,7427.9,95048,B,High,Urban,636772.33
3760,1,4,44.6,93,3,5473,84,443.85,95,0.6,22,1.44,2712.12,180412,B,Medium,Urban,901238.22
2976,3,3,23.3,98,3,8319,2,126.22,84,9.5,24,2.04,4566.98,101605,E,High,Urban,698166.59
5275,4,2,35.6,47,2,9667,82,186.88,110,5.9,8,2.88,8954.32,134610,B,Medium,Urban,1149610.27
2533,2,2,49.2,62,3,10481,43,423.03,22,8,22,1.2,680.23,134559,E,High,Rural,641810.32
1980,6,3,3,77,1,9520,98,308.91,98,4.4,4,3.26,4436.03,155574,B,High,Urban,667437.4
4281,1,3,5.3,11,3,18570,69,375.81,36,4.6,20,5,3034.81,117772,A,Medium,Rural,998534.88
1890,2,3,36.2,27,2,4536,13,107,106,8.8,20,3.44,2386.6,68020,B,Medium,Urban,324213.1
2240,3,4,14.5,43,2,2773,3,358.24,40,9,6,2.18,8466.47,109543,B,High,Urban,565699.83
5647,5,2,9.6,92,3,11255,17,113.81,56,2.5,1,1.99,7116.74,40971,C,High,Urban,930500.96
3282,5,4,2.4,42,1,3558,92,493.66,96,2.1,28,4.69,1570.01,26037,A,High,Rural,650056.02
1587,4,2,1.6,16,1,6079,98,279.94,24,5,18,4.42,5197.4,127596,A,Medium,Urban,574584.56
1818,5,1,38.8,39,2,15341,51,347.82,109,9,6,2.63,4935.6,178433,A,High,Urban,723894.76
5616,1,4,7.2,48,2,10981,37,59.2,36,3.3,14,2.09,1854.01,34466,B,Medium,Rural,1036282.25
1955,5,2,23.7,84,1,4524,79,125.33,39,6.6,11,3.7,8097.75,29627,D,Low,Rural,274520.75
4865,4,2,30.5,56,3,9998,19,69.87,84,7.1,17,1.92,3983.4,172665,B,Medium,Urban,1015445.59
5216,6,4,21.7,86,3,14697,87,195.09,45,7.8,9,1.04,7738.41,71697,E,Low,Urban,1018117.44
4735,3,4,1.8,83,3,14606,98,142.07,101,5.7,28,1.9,2324.59,43149,C,High,Urban,789519.03
2160,3,2,39.3,63,3,14429,43,366.46,97,4.1,22,2.45,3493.2,36737,A,High,Rural,311948.97
2018,5,4,1,74,1,17039,50,54.35,18,9.7,7,1.65,1404.12,87854,E,Medium,Urban,561027.54
1554,2,3,38.2,56,2,8140,18,376.03,90,6.2,14,1.48,1863.05,196559,E,Low,Rural,527186.37
1583,3,4,44.7,97,2,9785,67,22.85,136,7.3,28,0.53,8890.24,45314,D,High,Urban,275650.07
1574,6,4,21.9,73,3,15901,96,101.01,68,3.5,17,3.34,1536.57,55287,A,High,Rural,477946.98
4733,5,4,27,73,1,4280,65,395.98,4,6.7,8,3.27,1409.45,181523,B,Low,Rural,1107235.2
5970,4,2,24.1,106,1,3212,12,371.39,146,2.7,28,1.35,9433.58,90963,A,High,Urban,1125648.44
4572,6,3,19.8,69,3,16213,61,238.16,47,2.5,16,4.75,6636.08,188443,C,High,Urban,1124217.09
5895,5,1,44.4,99,3,9078,60,24.99,111,7.2,12,2.34,1458.7,175702,A,Medium,Rural,1239443.56
1513,6,1,44.7,87,3,16936,29,304.95,143,5.3,12,0.61,9731.31,53667,E,High,Urban,316819.84
5149,3,3,17.1,75,2,17997,97,203.36,17,6.9,28,1.49,1897.45,112214,E,Low,Rural,1056965.24
636,4,3,30.9,42,3,15274,29,158.26,148,2.8,28,3.61,7780.28,45099,B,High,Rural,215306.56
3987,5,3,46.4,118,2,1868,50,320.21,30,6,5,1.41,831.09,117170,B,Medium,Urban,849402.22
2311,1,2,48.1,22,1,18195,87,218.31,128,4.5,5,0.74,6433.15,97604,B,High,Rural,587966.33
3620,4,1,25.7,26,1,17042,47,46.21,130,6,14,3.28,5693.69,102635,C,Low,Urban,892770.43
1395,1,3,22.9,57,2,16407,32,457.98,24,3,6,2.83,2476.04,189170,A,High,Rural,636354.71
4636,6,2,14.3,108,2,17254,73,389.25,7,7.2,7,3.93,6609.89,178945,D,Low,Urban,1152744.26
5668,2,1,48,36,2,2744,81,28.19,61,8.1,23,3.98,6362,174630,A,Medium,Urban,1113152.88
5288,4,4,7.6,5,2,3256,18,262.53,134,2.7,21,4.82,8084.34,50518,B,High,Urban,1001487.92
5833,6,2,29.2,64,3,12859,70,41.69,6,3.1,17,0.76,8820.8,72763,C,High,Rural,1087914.68
3711,1,1,14.5,5,1,6423,56,418.64,135,6.6,27,0.68,5346,79172,A,Medium,Urban,582149.32
1924,3,2,14.3,49,3,6089,18,306.51,18,7,9,4.94,5157.8,154822,E,Low,Rural,590671.8
917,3,1,20.5,21,2,7608,87,86.22,144,7.1,22,3.4,6405.16,162953,A,Low,Rural,367795.91
2996,2,1,49.9,104,3,10717,78,10.37,138,6.9,13,3.72,7427.47,170678,E,High,Urban,691487.65
2762,4,4,3.2,87,3,18853,40,15.79,110,4,9,0.93,3883.63,36819,A,Low,Rural,591126.12
3345,4,2,29.1,24,1,18897,41,253.68,10,4,27,0.81,5294.1,112013,A,Low,Urban,794429.46
2191,4,3,4.6,78,3,5876,86,367.19,40,2.6,16,1.22,6058.49,179827,A,High,Rural,770135.56
3711,6,4,8.1,89,1,18835,51,60.42,113,1.7,4,2.42,9889.59,45811,B,Low,Rural,632203.3
4530,2,4,22.3,71,2,4007,3,110.64,91,7,2,1,6083.27,57697,E,Low,Urban,858830.52
2596,4,1,25.8,50,3,15325,3,163.63,74,1,13,2.51,2629.77,81196,C,High,Urban,599446.11
1912,6,3,13.3,87,2,4124,4,109.04,66,9.4,13,3.03,6085.9,133100,D,High,Rural,537122.34
1885,3,2,16.2,47,1,2753,40,195.67,4,8.3,19,0.5,8285.25,169416,E,Low,Urban,648094.19
4911,1,3,4.8,101,2,18996,86,279.81,115,8.6,12,1.01,8645.33,40656,B,High,Urban,961201.3
2983,6,3,15.5,69,2,4275,60,342.47,149,9.1,4,2.19,8102.38,177454,E,Low,Rural,913644.48
3839,3,3,48.3,117,1,9747,74,481.89,117,4.1,10,0.74,8937.99,182103,C,Low,Urban,997975.29
2739,3,3,47.3,98,2,13443,54,465.42,10,8.5,16,1.1,3680.28,80574,E,Low,Rural,578382.05
2304,1,3,17.1,105,2,19433,74,285.06,43,1.7,28,1.54,5321.92,77529,B,Low,Urban,592580.32
962,3,1,28.8,64,2,1824,12,367.08,76,0.3,24,2.43,7906.12,152566,B,High,Urban,489415.3
3204,2,1,45.5,59,3,14880,13,475.44,117,7.9,19,3.72,3012.27,169435,D,High,Rural,748515.58
2316,1,4,0.8,45,2,12041,59,41.74,115,0.8,8,1.1,4030.02,172884,C,Medium,Rural,817524.03
5889,3,1,40.6,35,1,2081,71,2.82,66,9.9,6,3.82,8395.98,171509,D,High,Urban,1259519.03
5051,5,4,47.4,57,3,12517,24,14.9,12,6.8,4,4.35,7815.81,126741,A,Medium,Urban,1046740.8
4886,6,4,5,75,3,17876,81,281.67,91,7.6,7,3.43,9726.4,116060,B,Low,Rural,1082621.41
4338,3,2,8.5,37,1,5764,43,381.42,10,2.5,14,0.7,9961.75,27160,D,High,Urban,821221.74
3069,2,3,48.1,10,2,9266,81,183.54,138,6.8,27,2.48,2787.07,192415,B,Low,Urban,854379.69
5395,4,1,27.1,11,3,12183,9,272.62,84,0.5,13,3.47,9054.27,43593,B,Medium,Urban,982755.31
1156,3,2,1.2,41,3,17712,70,258.18,84,8.4,21,4.9,1397.9,151356,A,High,Urban,527176.09
1425,4,1,13.3,113,3,13877,49,47.39,134,1.8,5,4.78,7243.1,199155,B,High,Rural,557343.25
3408,5,4,22.8,38,2,10982,43,160.79,16,7,9,2.28,2590.94,188923,D,High,Urban,927038.04
5750,3,1,34.8,70,3,9968,13,9.72,47,2.3,29,3.27,3352.96,40378,C,High,Rural,924896.92
5121,1,3,36.8,10,1,15639,14,55.35,141,0.8,3,4.51,9490.05,159563,E,Low,Rural,1141108.48
3319,4,4,49.8,35,2,5674,15,405.93,96,4.9,10,4.24,2999.94,85500,D,High,Urban,611510.5
4108,5,4,14.7,51,1,5316,1,414.71,74,1.8,15,2.66,6895.19,86436,A,Medium,Rural,956332.24
4341,1,2,27.1,30,1,16314,29,400.97,136,7.3,20,1.68,2192.22,21459,E,High,Urban,767098.83
2174,1,3,26.9,32,3,10695,29,363.41,76,2.5,21,1.12,1387.2,164752,B,Medium,Urban,710279.1
4598,1,4,20.6,12,3,16814,81,396.66,127,3.5,17,2.7,3723.51,39305,D,Medium,Rural,877541.22
2729,1,3,8.9,17,3,9379,30,335.49,36,5.7,23,3.75,6429.86,186373,E,Low,Rural,808248.81
3003,3,1,48.9,40,1,2214,76,334.92,29,2.9,24,4.86,2855.48,183764,D,High,Rural,721127.17
3929,6,3,42.7,57,2,12638,19,333.68,46,3.8,6,4.38,3351.6,190419,B,Medium,Urban,1053194.19
1188,3,4,25.2,55,3,11713,48,257.02,134,8.2,25,1.42,7232.93,168261,D,High,Urban,612568.57
2612,3,2,30.4,23,3,16977,34,181.67,141,1.9,3,3.74,1476.56,158667,A,Low,Urban,725275.1
2147,5,4,11.7,72,1,13071,22,365.1,47,0.9,18,1.8,4745.6,84370,E,Low,Rural,535694.19
894,5,3,27.4,30,2,4136,96,149.32,133,3.4,5,3.58,9446.48,21921,E,High,Rural,189250.08
2585,6,3,34.9,54,1,7618,98,271.45,33,4.3,13,3.5,4271.23,123276,E,Medium,Rural,717713.33
5943,5,4,26,104,3,6265,99,216.68,100,5.5,25,1.73,4624.91,22387,D,Low,Rural,997116.22
3717,2,3,49.5,9,1,8965,60,138.31,45,3.8,27,1.55,7512.94,96266,B,Medium,Rural,869477.59
2290,6,1,30.8,59,3,10597,83,487.34,69,7.9,1,0.97,7900.61,100366,D,Medium,Urban,599240.17
1736,5,4,18.9,1,2,9708,54,129.38,135,0.5,17,0.73,7811.26,24825,D,High,Urban,361121.06
5952,6,2,38.7,101,1,7569,66,154.65,23,4.4,26,4.36,9979.74,25282,E,Low,Rural,947401.83
2664,3,4,8.9,14,3,18875,7,80.79,66,3.9,3,0.72,1178.79,164941,B,High,Rural,794646.4
5055,3,1,19.5,2,3,6213,39,411.49,3,6.5,26,0.9,9831.41,35451,C,High,Rural,927033.88
5395,6,1,17.7,42,3,12881,58,293.29,0,9.7,19,1.57,9526.8,168977,B,High,Rural,1166387.58
5143,2,1,21.9,30,3,5228,31,306.52,33,5.2,21,4.49,8595.32,153770,D,Medium,Urban,1057897.95
5370,2,1,39.2,69,1,5409,92,410.28,108,9.9,20,2,4814.19,171068,A,High,Rural,1127634.42
1607,6,1,24.5,66,3,1590,6,171.46,8,3.1,22,1.36,8773.57,167964,B,Low,Rural,677412.77
3114,5,2,39.8,55,1,19590,1,96.82,62,0.4,12,3.72,2597.91,68068,E,Medium,Rural,805115.51
4126,4,3,29,62,3,3708,84,99.2,9,1.7,8,1.94,8020.73,91726,A,High,Urban,769657.37
5281,2,1,17.4,74,1,6981,5,366.31,137,4,8,2,2259.76,98702,C,Low,Urban,995576.98
5952,1,1,40.6,14,1,13221,91,307.06,43,3.2,15,3.83,8245.94,135962,C,High,Rural,1172036.58
1847,3,4,12.3,108,3,18131,35,103.17,117,1.1,11,1.63,6338.03,180761,A,High,Urban,680800.17
5689,6,2,11.6,115,3,14785,31,72.53,5,4.4,20,4.54,1431.3,51604,C,High,Rural,1006669.11
4502,1,2,25.5,91,3,7553,44,60.34,120,3.4,1,3.03,9005.54,134751,A,Medium,Rural,850727.53
2035,6,3,13.4,9,3,18881,41,313.9,94,1.3,29,2.92,5990.59,89457,D,High,Rural,692446.95
1171,3,2,0.9,37,2,2379,52,0.06,110,3,16,1.69,6734.36,114527,A,Low,Urban,326394.07
2982,3,4,32.6,46,3,8360,8,9.16,104,8.9,14,4.26,3193.35,168315,D,High,Rural,815229.49
1845,2,4,25.8,56,3,4770,74,194.78,63,3.1,7,3.08,8780.54,63787,E,High,Rural,507102.71
2684,2,3,22.6,49,3,15449,86,345.67,139,7.2,6,1.2,5679.41,185387,E,Medium,Urban,821175.25
5684,1,4,48.4,113,1,10088,74,347.52,70,6.2,21,1.43,4500.64,52035,C,High,Urban,904519.35
877,6,1,28.8,70,3,2546,48,215.06,103,4.3,4,2.61,5575.68,54844,A,Low,Rural,207988.84
5915,3,1,43.2,14,1,7208,1,345.54,88,2.5,22,4.01,7181.47,36820,D,Low,Rural,1003679.49
2487,1,4,7.4,17,1,17350,66,260.55,5,3.8,8,4.73,7102.95,66676,E,High,Urban,596263.65
5179,4,3,28.7,81,1,9875,10,488.47,109,6,22,3.49,3896.98,69914,E,Low,Urban,938700.91
1865,1,2,43.5,115,1,2295,49,81.23,111,3.6,19,2.78,4159.95,151807,E,Low,Urban,538159.14
5426,5,3,29.4,104,2,16861,34,300.33,149,2.2,25,1.63,5841.26,92750,C,High,Rural,1080292.64
1640,1,2,36,87,3,14973,14,245.62,126,1.3,3,3.53,9281.87,43968,E,Low,Rural,286250.11
1517,5,4,18.9,1,1,18769,74,97.23,135,8.8,4,4.92,7581.59,64624,B,Low,Urban,408422.73
1485,5,4,5.1,103,3,15481,30,375,62,4.5,13,2.64,4208.94,122398,C,High,Urban,504845.84
3352,5,1,23.2,83,1,18326,91,137.75,140,6.3,21,1.23,3701.81,75746,A,Medium,Rural,750619.65
621,4,2,20,97,2,4280,61,190.85,145,5,27,0.97,5474.55,90264,B,Medium,Urban,262441.86
5169,1,3,43.4,42,1,14597,27,187.42,17,8.7,2,1.71,8764.92,144458,C,High,Rural,1032797.6
3791,1,4,12.6,25,3,18417,95,122.1,76,5.5,11,3.06,582.45,56497,C,Medium,Rural,719926.95
2953,4,3,48.4,70,3,3786,24,215.35,141,4.9,16,4.76,7249.62,158313,D,Medium,Rural,802559.54
5399,3,1,47.9,37,2,3233,83,236.67,138,9.3,10,1.85,3297.87,37057,B,Medium,Urban,849004
1286,2,2,12.8,93,3,2620,91,372.11,102,7.2,15,1.87,2479.78,69700,B,Medium,Rural,226722.82
884,1,2,17.7,41,3,4535,24,382.53,116,1.2,27,2.67,615.31,34432,B,High,Urban,138561.73
5411,2,4,44.8,4,1,3882,74,79.28,16,1.9,10,4.63,9017.61,81488,E,Medium,Urban,1073915.36
4347,6,2,48.3,10,3,17554,82,296.39,13,7.9,2,2.39,9166.36,119199,E,Medium,Urban,948818.45
1362,6,4,22.5,64,1,10745,91,448.1,56,8.4,6,1.5,1083.47,38953,A,High,Urban,473480.89
5946,4,1,16.4,33,2,4897,0,54.39,92,5.5,14,1.23,5457.25,135864,A,High,Rural,1277791.73
5643,6,2,26.5,119,3,16861,58,236.46,133,5.6,2,2.56,1949.46,49347,A,Medium,Rural,1047604.82
3028,6,4,34.5,0,1,3837,68,375.18,113,6.4,10,4.1,7707.53,41249,E,Low,Rural,636018.99
3107,3,3,14,82,3,9599,73,305.75,131,4.4,17,1.81,6821.22,133346,D,High,Urban,806991.16
5726,3,4,37,1,1,16911,41,50.29,138,6.8,8,2.81,3322.74,198740,A,High,Rural,1329222.59
628,3,2,3.1,84,2,7721,33,198.3,108,1.2,26,3.21,1611.12,103442,C,Medium,Rural,316053.61
1506,6,1,2.9,19,1,18063,99,253.62,118,9.6,16,2.53,8396.6,125781,E,Low,Rural,510646.33
3704,4,2,19.6,60,3,6487,65,497.92,91,7.5,14,1.36,6905.4,153874,D,High,Rural,882779.29
4599,5,2,18,86,1,16121,17,89.3,10,6.3,10,4.65,564.79,121426,C,High,Urban,934637.19
3594,5,4,16.1,20,3,1236,76,491.21,98,3.2,13,3.04,6464.78,131086,C,High,Urban,869592.43
3106,2,3,24.8,87,2,12629,4,188.07,7,1.7,1,3.78,8197.81,38033,E,Low,Rural,514600.07
5265,5,2,16.4,67,1,12549,19,100.16,113,4.2,10,3.36,6112.3,55088,B,High,Urban,901646.41
4209,5,3,10,11,3,3423,65,207.05,148,6.6,22,4.99,4534.78,129001,D,High,Urban,821776.35
4153,3,4,15.8,21,3,13906,74,307,64,6.4,12,2.55,6047.22,37527,E,Low,Urban,751488.76
2053,3,3,48.8,19,3,15988,61,106.75,92,3.9,17,2.41,6387.26,163036,B,High,Rural,644300.12
5433,6,4,20.9,81,1,2032,93,145.72,103,6.2,24,2.12,6580.33,61005,E,Low,Rural,965606.76
3956,2,1,22.5,0,1,7339,95,427.27,98,8.2,14,2.13,9686.93,24406,E,Low,Urban,716660.95
1115,1,3,29,29,1,3940,31,499.5,83,0.4,5,1.74,2197.15,114538,C,Low,Urban,400408.95
638,2,3,49.2,96,2,13262,57,159.09,72,4.6,19,4.91,6419.38,154191,E,Medium,Urban,443672.84
3942,2,1,12.5,23,3,12652,49,74.43,144,7.6,5,4.42,2285.94,78935,B,High,Urban,817760.69
1486,4,3,34.2,13,3,5942,37,396.59,58,5.5,15,1.93,2494.59,78327,C,High,Rural,500583.69
3444,6,1,35.9,35,2,7961,54,300.23,30,6.5,13,1.87,6857.95,79094,B,High,Urban,668972.72
2804,4,2,30.6,68,2,8730,27,50.2,63,5.2,17,0.97,9201.56,121815,B,Low,Rural,624123.63
1698,2,4,4.9,74,1,1633,73,473.39,47,9.9,1,4.45,2010.92,122132,C,Medium,Urban,526738.51
2423,2,1,34,23,1,7822,85,39.02,22,0.6,28,2.17,9643.42,102485,B,Low,Rural,524868.99
3801,2,3,3.7,59,1,7487,80,312.68,54,5,14,3.08,3534.04,158723,A,High,Urban,919569.58
5669,5,1,30,94,1,16131,21,211.97,6,1,4,4.55,4217.48,177968,E,Low,Rural,1194002.48
3755,4,3,37.1,54,1,6738,42,278.31,111,1.7,25,2.34,1959.97,117196,C,Medium,Rural,755599.26
3693,2,2,10.9,76,1,4098,82,106.61,105,3.9,9,4.13,6350.44,127396,C,High,Urban,818906.26
4130,3,1,42.2,79,2,9097,80,344.06,97,1.6,17,2.44,6165.99,30370,A,Low,Urban,744686.79
4378,6,2,2,23,2,14136,87,479.86,11,9.6,3,3.65,4701.56,64552,A,Medium,Rural,889999.71
3496,6,4,42.3,76,2,6476,35,229.21,59,9.5,13,2.44,5022.87,121075,A,Low,Rural,827740.81
4053,3,3,23.3,23,3,9253,95,261.48,51,3.4,12,2.27,6418.27,157849,A,Low,Urban,984656.2
4111,6,3,11.3,53,3,19201,51,119.91,139,6.4,16,4.96,6043.22,151185,D,High,Urban,1014298.92
1588,5,2,7.1,25,1,5887,35,445.93,140,5.4,4,3.26,4055.5,151603,C,Medium,Urban,662914.98
4716,5,4,47.7,65,2,19982,27,485.59,71,8.2,18,2.15,8899.09,160786,B,Low,Urban,1090687.03
5564,1,1,4.1,79,3,12643,77,393.15,124,6.3,23,1.66,6842.77,154482,C,Medium,Rural,976153.51
4626,1,1,10.4,37,3,10492,57,271.39,59,0.1,3,0.68,2451.36,94772,C,High,Rural,855353.64
4779,1,3,17.7,109,2,3653,35,478.4,30,7.7,17,3.68,3539.08,140527,C,High,Rural,990999.06
2282,6,2,31.2,64,3,2454,69,76.93,76,7.5,1,2.17,7984.84,44608,A,High,Urban,445131.55
5265,5,2,27.5,112,3,18522,8,239.25,75,5.1,19,4.2,1492.99,28324,A,Medium,Urban,871985.23
4563,5,1,6.7,74,2,6807,20,268.8,60,9,22,2.14,7627.2,96695,D,Medium,Urban,882052.46
1533,5,4,14.8,50,3,4192,63,245.96,1,9.1,4,2.18,3909,185566,C,Low,Rural,687957.13
4198,3,4,12.3,34,2,13812,75,401.21,120,5.3,17,4.01,5741.06,74222,E,Medium,Urban,959036.6
3833,5,1,11.1,42,3,16775,60,335.2,58,6.1,7,2.7,3165.3,192057,D,High,Rural,1014374.22
2580,3,1,20.9,28,2,11402,93,63.33,39,10,2,4.48,9871.34,117643,A,Low,Urban,766961.61
2455,1,2,35.3,36,3,14074,94,173.23,31,3.1,12,3.16,9105.48,186488,C,Medium,Rural,787532.4
3656,1,4,11.3,80,3,16245,39,169.54,37,3.3,5,1.58,9320.27,65600,A,High,Rural,706118.92
1392,6,1,18.7,57,2,4759,55,282.82,91,1.9,16,3.06,2255.37,29453,B,High,Rural,334929.12
1391,1,1,19.9,53,3,16683,3,145.73,87,9,8,0.52,8496.06,120369,A,Low,Urban,338905.78
2409,6,3,48.8,38,2,13460,30,58.64,140,7.5,23,1.91,5586.27,178993,A,High,Urban,768151.98
5990,2,1,47.8,41,2,17447,26,326.84,84,1.1,27,1.44,7224.66,86469,D,Medium,Urban,1099605.22
2855,2,1,40.1,27,3,16460,57,425.52,75,9.8,28,3.44,2566.29,116544,B,High,Urban,703671.98
4210,4,4,12.5,28,1,18729,24,465.8,127,7.3,8,1.11,7263.85,45392,E,Low,Rural,858423.93
2207,6,2,3.9,42,3,18358,68,486.29,12,8.5,13,1.81,9185.54,183249,E,High,Rural,851558.89
5779,4,4,16.2,2,1,10814,69,390.56,38,0.6,26,1.99,3041.07,78081,E,High,Urban,1145516.75
1584,4,2,13.7,115,1,14890,4,69.85,22,5.1,14,0.51,2716.92,108387,C,Medium,Urban,529588.49
4276,2,3,25.5,9,3,2740,90,426.56,109,7,11,0.71,1491.94,162178,E,Medium,Urban,959186.48
3980,6,1,39,58,1,12218,7,199.98,106,5.5,6,1.9,3034.66,72754,C,Medium,Urban,823779.94
1119,2,3,43,105,2,7055,8,364.96,91,6.7,16,1.5,5590.03,26878,A,Medium,Rural,171067.81
1190,4,2,42.3,13,2,2954,14,265.63,141,8.2,23,1.03,8410.8,20792,E,High,Urban,279793.73
1650,6,4,18.3,75,1,17663,99,414.3,144,3.8,25,1.19,3148.6,31367,D,Medium,Rural,397618.52
4233,4,4,34.5,46,2,19775,6,212.75,23,8.5,22,4.26,6400.87,58731,B,High,Rural,860544.53
5044,5,3,16,41,3,10232,95,30.9,33,1.7,25,3.57,5056.11,29547,B,Medium,Rural,942396.87
1559,6,2,3.5,93,2,7439,71,278.41,111,2.8,15,2.68,3241.5,119689,A,Medium,Urban,588670.84
1292,6,3,35.2,31,1,1961,14,85.65,137,0.5,16,4.59,5348.41,48568,B,Medium,Urban,325747.05
4499,4,3,1,31,3,18601,36,482.76,117,3.7,13,0.63,2095.64,82907,B,High,Urban,952373.64
5073,5,1,20.8,41,2,7007,82,263.48,148,3.9,12,2.05,6575.99,70212,A,Medium,Urban,787349.38
3546,3,3,16.8,31,3,18776,38,276.78,6,8.1,18,4.21,1598.8,193403,A,High,Rural,973067.87
1126,2,1,34.8,25,1,3076,5,453.63,89,6.6,29,3.33,7444.31,84379,A,Medium,Urban,241234.33
3824,4,1,38.4,114,2,7196,82,312.29,12,4.4,18,4.92,2188.27,155210,D,Medium,Rural,842540.04
2853,6,4,15.6,0,3,17292,56,151.36,79,6.6,14,4.75,9982.51,135837,A,Low,Urban,806706.08
3944,2,1,40.7,55,3,11315,91,148.05,29,0.6,2,1.26,8324.89,198184,A,Medium,Rural,943345.17
4565,2,1,15,105,2,12785,80,250.79,132,1.9,22,4.87,3766.48,162466,A,High,Rural,937462.71
5955,2,4,22.6,1,3,9142,18,433.3,15,6.3,2,4.75,4548.95,109412,E,Low,Rural,1219668.11
2475,3,3,36.5,80,3,7260,62,397.36,149,6.4,3,2.18,2962.31,190167,E,High,Urban,652550.46
2363,1,2,34.8,29,1,16534,30,481.37,39,7.8,29,4.92,7787.59,154425,D,High,Rural,641251.28
1120,4,2,49.4,119,1,5841,74,35.94,36,4.1,24,0.66,4116.91,197204,D,Low,Rural,535488.67
1616,1,2,11.6,102,1,14384,78,134.16,77,7.3,8,3.47,7674.26,85064,B,Medium,Urban,466164.66
5709,1,3,33.3,70,1,18443,9,40.1,15,6.9,11,1.7,674.81,75121,E,Low,Rural,999112.33
716,1,1,30.7,51,1,2922,86,375.54,42,9.6,12,1.08,1788.4,35205,D,High,Urban,199494.52
3033,2,2,45.8,90,1,12991,66,70.42,62,2.2,4,3.1,3967.26,155700,D,Medium,Urban,615530.94
